UUID,a1,a2,a3,a4,a5,a6,pub_type,name
46845231,Hogg,,,,,,1,Prorogation%20and%20the%20Power%20of%20the%20Governor-General
C875557C,Forsey,Forsey,,,,,3,Prorogation%20Revisited:%20Eugene%20Forsey%20on%20Parliament%20and%20the%20Governor%20General
23A03573,Joyal,,,,,,2,Protecting%20Canadian%20democracy:%20the%20Senate%20you%20never%20knew
746EC948,Joyal,,,,,,2,Protecting%20Canadian%20democracy:%20the%20Senate%20you%20never%20knew
7FEF3C36,Illical,Harrison,,,,,1,Protecting%20Endangered%20Species%20in%20the%20US%20and%20Canada:%20the%20Role%20of%20Negative%20Lesson%20Drawing
C8D6E739,Skocpol,,,,,,3,Protecting%20Soldiers%20and%20Mothers:%20%20The%20Political%20Origins%20of%20Social%20Policy%20in%20the%20United%20States.%20
7FBC9851,Dunn,,,,,,2,Provinces:%20Canadian%20Provincial%20Politics
60F4C86F,Dunn,,,,,,2,Provinces:%20Canadian%20Provincial%20Politics
E5B0A20E,Dunn,,,,,,2,Provinces:%20Canadian%20Provincial%20Politics%2C%202nd%20ed.
F08C76B7,Kernaghan,Seigel,,,,,2,Public%20Administration%20in%20Canada%204th%20ed
0451EB45,Mendelsohn,,,,,,1,Public%20Brokerage:%20Constitutional%20Reform%20and%20the%20Accomodation%20of%20Mass%20Publics
E2AEC15F,Petry,Mendelsohn,,,,,1,Public%20opinion%20and%20policy%20making%20in%20Canada%201994–2001
56B91F1D,Petry,Mendelsohn,,,,,1,Public%20opinion%20and%20policy%20making%20in%20Canada%201994–2001
C7075A80,Soroka,Wlezien,,,,,3,Public%20Opinion%20and%20Public%20Policy%20
29A669F9,Everitt,,,,,,1,Public%20Opinion%20and%20Social%20Movements:%20The%20Womens%20Movement%20and%20the%20Gender%20Gap%20in%20Canada
E1C75CF1,Manzer,,,,,,2,Public%20Policies%20and%20Political%20Development%20in%20Canada
7A1B607C,White,,,,,,1,Public%20Policies%20toward%20Aboriginal%20Peoples:%20Attitudinal%20Obstacles%20and%20Uphill%20Battles
D9184607,Loxley,,,,,,1,Public-Private%20Partnerships%20After%20the%20Global%20Financial%20Crisis:%20Ideology%20Trumping%20Economic%20Reality
B938554F,Kozolanka,,,,,,2,Publicity%20and%20the%20Canadian%20State:%20Critical%20Communications%20Perspectives%20
031AD84E,Brodie,,,,,,3,Putting%20Gender%20Back%20In:%20Women%20and%20Social%20Policy%20Reform%20in%20Canada
1AA99673,Kymlicka,,,,,,3,Putting%20Multiculturalism%20into%20Perspective
EFF1A35A,Noel,,,,,,3,Quebec
2947BC1D,Gagnon,,,,,,3,Québec%20:%20État%20et%20société%2C%20Tome%20I
A4CBDD63,Gagnon,,,,,,3,Québec%20:%20État%20et%20société%2C%20Tome%20II
58787840,Seymour,,,,,,3,Quebec%20and%20Canada%20at%20the%20Crossroads:%20A%20Nation%20Within%20a%20Nation
B4D8A9D8,Seymour,,,,,,3,Quebec%20and%20Canada%20at%20the%20Crossroads:%20A%20Nation%20Within%20a%20Nation
87C69F46,Murphy,,,,,,2,Quebec%20and%20Canada%20in%20the%20New%20Century:%20New%20Dynamics%2C%20New%20Opportunities
280DD23D,Brady,,,,,,1,Quebec%20and%20Canadian%20Federalism
2B21D7E2,Whitaker,,,,,,3,Quebec%20and%20the%20Canadian%20Question%20
2B3578FC,Bakvis,Macpherson,,,,,1,Quebec%20Block%20Voting%20and%20the%20Canadian%20Electoral%20System
E1425B3D,Maclure,,,,,,2,Quebec%20Identity:%20The%20Challenge%20of%20Pluralism
2DEA570B,Maclure,,,,,,2,Quebec%20Identity:%20The%20Challenge%20of%20Pluralism
5DC4BC62,Graefe,,,,,,3,Quebec%20Labour:%20Days%20of%20Glory%20or%20the%20Same%20Old%20Story
EA2FC684,Gervais,,,,,,2,Quebec%20Questions
44613D31,Gervais,Kirkey,Rudy,,,,2,Quebec%20Questions
1A4E89B8,Fournier,Rosenberg,White,,,,2,Quebec%20Society:%20Critical%20Issues
340A0530,Gagnon,,,,,,2,Québec:%20Etat%20et%20société%2C%20tome%202
17FF7C4B,McRoberts,,,,,,2,Quebec:%20Social%20Change%20and%20Political%20Crisis
1438BD98,McRoberts,,,,,,2,Quebec:%20Social%20Change%20and%20Political%20Crisis
CD16CAFA,McRoberts,,,,,,2,Quebec:%20Social%20Change%20and%20Political%20Crisis
56983291,Gagnon,,,,,,2,Quebec:%20State%20and%20Society%2C%203%20ed
AD04046E,Gagnon,,,,,,3,Quebec:%20State%20and%20Society%2C%203%20ed
8BB9B707,Gagnon,,,,,,2,Quebec:%20State%20and%20Society%2C%203%20ed
8CF87869,Gagnon,,,,,,2,Quebec:%20State%20and%20Society%2C%203%20ed
78CEB5F1,Dion,,,,,,2,Quebec:%20The%20Unfinished%20Revolution
CAEDEC1C,Salee,,,,,,3,Quebecs%20Changing%20Political%20Culture%20and%20the%20Future%20of%20Federal-Provincial%20Relations%20in%20Canada
F93D4718,Noel,,,,,,3,Quebecs%20New%20Politics%20of%20Redistribution
ABF16405,Rayside,,,,,,2,Queer%20Inclusions%2C%20Continental%20Divisions:%20Public%20Recognition%20of%20Sexual%20Diversity%20in%20Canada%20and%20the%20United%20States
9F751463,Tremblay,,,,,,2,Queer%20Mobilizations:%20Social%20Movement%20Activism%20and%20Canadian%20Public%20Policy
786B712D,Borrows,,,,,,3,Questioning%20Canadas%20Title%20to%20Land:%20The%20Rule%20of%20Law%2C%20Aboriginal%20Peoples%20and%20Colonialism
60509CD9,Rocher,Verreli,,,,,3,Questioning%20Constitutional%20Democracy%20in%20Canada
65313DBB,Rocher,Verreli,,,,,3,Questioning%20constitutional%20democracy%20in%20Canada:%20From%20the%20Canadian%20Supreme%20Court%20reference%20on%20Quebec%20secession%20to%20the%20Clarity%20Act
C994A955,McBride,,,,,,1,Quiet%20Constituionalism%20in%20Canada:%20The%20International%20Political%20Economy%20of%20Domestic%20Institutional%20Change
B90344DE,McBride,,,,,,1,Quiet%20Constituionalism%20in%20Canada:%20The%20International%20Political%20Economy%20of%20Domestic%20Institutional%20Change
B6D14572,McBride,,,,,,1,Quiet%20Constituionalism%20in%20Canada:%20The%20International%20Political%20Economy%20of%20Domestic%20Institutional%20Change
F545329B,McBride,,,,,,1,Quiet%20Constituionalism%20in%20Canada:%20The%20International%20Political%20Economy%20of%20Domestic%20Institutional%20Change
BDAEF37C,McBride,,,,,,1,Quiet%20Constituionalism%20in%20Canada:%20The%20International%20Political%20Economy%20of%20Domestic%20Institutional%20Change
875CCDFE,Harden,,,,,,2,Quiet%20No%20More:%20New%20Political%20Activism%20in%20Canada%20and%20Around%20the%20Globe
D7305E76,Supreme%20Court%20of%20Canada,,,,,,4,R.%20v.%20Oakes%20[1986]%201%20S.%20C.%20R.%20103;%2026%20D.%20L.%20R.%20(4%20th%20)%20200
1653D2D9,Supreme%20Court%20of%20Canada,,,,,,4,R.%20v.%20Oakes%20[1986]%201%20S.%20C.%20R.%20103;%2026%20D.%20L.%20R.%20(4%20th%20)%20200
DC528C40,Supreme%20Court%20of%20Canada,,,,,,4,R.%20v.%20Sparrow
19A5229F,Walker,,,,,,2,Race%2C%20Rights%20and%20the%20Law%20in%20the%20Supreme%20Court%20of%20Canada:%20Historical%20Case%20Studies
BE221102,Razack,,,,,,3,Race%2C%20Space%20and%20the%20Law.%20Unmapping%20a%20White%20Settler%20Society
7E7EEF41,Razack,,,,,,2,Race%2C%20Space%20and%20the%20Law.%20Unmapping%20a%20White%20Settler%20Society
39CADCD7,Razack,,,,,,2,Race%2C%20Space%20and%20the%20Law.%20Unmapping%20a%20White%20Settler%20Society
9.41E+14,Bolaria,Li,,,,,2,Racial%20Oppression%20in%20Canada.%202d%20ed.
4F82D766,Harrison,,,,,,2,Racing%20to%20the%20Bottom?%20Provincial%20Interdependence%20in%20the%20Canadian%20Federation
7D26F7F9,Harrison,,,,,,2,Racing%20to%20the%20Bottom?%20Provincial%20Interdependence%20in%20the%20Canadian%20Federation
BBB525D4,Harrison,,,,,,3,Racing%20to%20the%20Bottom?%20Provincial%20Interdependence%20in%20the%20Canadian%20Federation
2.31E+14,Harrison,,,,,,3,Racing%20to%20the%20Bottom?%20Provincial%20Interdependence%20in%20the%20Canadian%20Federation
6F13E084,Harrison,,,,,,2,Racing%20to%20the%20Bottom?%20Provincial%20Interdependence%20in%20the%20Canadian%20Federation
EE3978E1,Harrison,,,,,,2,Racing%20to%20the%20Bottom?%20Provincial%20Interdependence%20in%20the%20Canadian%20Federation
EF9D540B,Harrison,,,,,,3,Racing%20to%20the%20Bottom?%20Provincial%20Interdependence%20in%20the%20Canadian%20Federation
1113BBE7,Besco,,,,,,1,Rainbow%20Coalitions%20or%20Inter-minority%20Conflict?%20Racial%20Affinity%20and%20Diverse%20Minority%20Voters
3BA74A24,Dieckhoff,,,,,,3,Rapprochement%20et%20différence%20:%20le%20paradoxe%20du%20nationalisme%20contemporain
8AC4B076,Taylor,,,,,,2,Rapprocher%20les%20solitudes
56D29D7F,Mendelsohn,,,,,,1,Rational%20Choice%20and%20Socio-Psychological%20Explanation%20for%20Opinion%20on%20Quebec%20Sovereignty
8C1F5866,Mendelsohn,,,,,,1,Rational%20Choice%20and%20Socio-Psychological%20Explanation%20for%20Opinion%20on%20Quebec%20Sovereignty
83BCECFC,Jackman,,,,,,3,Reality%20Checks:%20Presuming%20Innocence%20and%20Proving%20Guilt%20in%20Charter%20Welfare%20Cases
0C2434DA,Beaman,,,,,,2,Reasonable%20Accomodation:%20Managing%20Religious%20Diversity
003E3C06,Carty,Cross,Young,,,,2,Rebuilding%20Canadian%20Party%20Politics
9B619B1D,Carty,Cross,Young,,,,2,Rebuilding%20Canadian%20Party%20Politics
7C3E8673,Carty,Cross,Young,,,,2,Rebuilding%20Canadian%20Party%20Politics
576AB6AE,Carty,Cross,Young,,,,2,Rebuilding%20Canadian%20Party%20Politics
08DDAD7F,Carty,Cross,Young,,,,2,Rebuilding%20Canadian%20Party%20Politics
E2BAC850,Carty,Cross,Young,,,,2,Rebuilding%20Canadian%20Party%20Politics
1FA290AE,Carty,Cross,Young,,,,2,Rebuilding%20Canadian%20Party%20Politics
EBC5636D,Carty,Cross,Young,,,,2,Rebuilding%20Canadian%20Party%20Politics
5B080AA3,Carty,Cross,Young,,,,2,Rebuilding%20Canadian%20Party%20Politics
DACFECB6,Schertzer,,,,,,1,Recognition%20or%20Imposition?%20Federalism%2C%20national%20minorities%20and%20the%20Supreme%20Court%20of%20Canada
38060BC8,Ajzenstat,,,,,,1,Reconciling%20Parliaments%20and%20Rights:%20A.V.%20Dicey%20Reads%20the%20Canadian%20Charter%20of%20Rights%20and%20Freedoms
BA44AFD0,Kelly,,,,,,1,Reconciling%20Rights%20and%20Federalism%20during%20Review%20of%20the%20Charter%20of%20Rights%20and%20Freedoms:%20The%20Supreme%20Court%20of%20Canada%20and%20the%20Centralization%20Thesis%2C%201982%20to%201999
7DA57968,Kelly,,,,,,1,Reconciling%20Rights%20and%20Federalism%20during%20Review%20of%20the%20Charter%20of%20Rights%20and%20Freedoms:%20The%20Supreme%20Court%20of%20Canada%20and%20the%20Centralization%20Thesis%2C%201982%20to%201999
D31BB14C,Taylor,,,,,,2,Reconciling%20the%20Solitudes.%20Essays%20on%20Canadian%20Federalism%20and%20Nationalism
F22D3638,Taylor,,,,,,2,Reconciling%20the%20Solitudes.%20Essays%20on%20Canadian%20Federalism%20and%20Nationalism
F9DD09BF,Taylor,,,,,,2,Reconciling%20the%20Solitudes.%20Essays%20on%20Canadian%20Federalism%20and%20Nationalism
046C4EEA,Taylor,,,,,,2,Reconciling%20the%20Solitudes.%20Essays%20on%20Canadian%20Federalism%20and%20Nationalism
73189CA1,Taylor,,,,,,2,Reconciling%20the%20Solitudes.%20Essays%20on%20Canadian%20Federalism%20and%20Nationalism
8DC8D92F,Taylor,,,,,,2,Reconciling%20the%20Solitudes.%20Essays%20on%20Canadian%20Federalism%20and%20Nationalism
164CD486,Cairns,,,,,,2,Reconfigurations:%20Canadian%20Citizenship%20&%20Constitutional%20Change
1205F232,Cairns,Williams,,,,,2,Reconfigurations:%20Canadian%20Citizenship%20and%20Constitutional%20Change
B89ABB16,Cairns,Williams,,,,,2,Reconfigurations:%20Canadian%20Citizenship%20and%20Constitutional%20Change
FF668925,Abu-Laban,Nieguth,,,,,1,Reconsidering%20the%20Constitution%2C%20Minorities%20and%20Politics%20in%20Canada
9CB2E5FD,Meekison,Telford,Lazar,,,,3,Reconsidering%20the%20Institutions%20of%20Canadian%20Federalism
72B9EB02,Borrows,,,,,,3,Recovering%20Canada:%20The%20Resurgence%20of%20Indigenous%20Law
C80A5E57,Borrows,,,,,,2,Recovering%20Canada:%20The%20resurgence%20of%20indigenous%20law
CFEA969A,Borrows,,,,,,2,Recovering%20Canada:%20The%20resurgence%20of%20indigenous%20law
8F8BD0C7,Coulthard,,,,,,2,Red%20Skin%2C%20White%20Masks
AA179869,Coulthard,,,,,,2,Red%20Skin%2C%20White%20Masks
03A46A94,Coulthard,,,,,,2,Red%20Skin%2C%20White%20Masks
5AA107A7,Coulthard,,,,,,2,Red%20Skin%2C%20White%20Masks
2E98210D,Coulthard,,,,,,3,Red%20Skin%2C%20White%20Masks
97511866,Schneiderman,,,,,,3,Red%2C%20White%20and%20Kind%20of%20Blue?%20
A112D0D1,Banting,Simeon,,,,,2,Redesigning%20the%20State:%20The%20Politics%20of%20Constitutional%20Change
53532075,Drache,,,,,,3,Rediscovering%20Canadian%20Political%20Economy
DC5A3882,Drache,,,,,,3,Rediscovering%20Canadian%20Political%20Economy
B38DE1E6,Drache,,,,,,3,Rediscovering%20Canadian%20Political%20Economy
086EF42B,Supreme%20Court%20of%20Canada,,,,,,4,Reference%20re%20Resolution%20to%20amend%20the%20Constitution%2C%20[1981]%201%20S.C.R.%20753
42B063DA,Supreme%20Court%20of%20Canada,,,,,,4,Reference%20Re%20Secession%20of%20Quebec%20[1998]%202%20S.C.R.%20217
52063A3F,Supreme%20Court%20of%20Canada,,,,,,4,Reference%20Re%20Secession%20of%20Quebec%20[1998]%202%20S.C.R.%20217
AB23D197,Supreme%20Court%20of%20Canada,,,,,,4,Reference%20Re%20Secession%20of%20Quebec%20[1998]%202%20S.C.R.%20217
32FF27CF,Supreme%20Court%20of%20Canada,,,,,,4,Reference%20Re%20Secession%20of%20Quebec%20[1998]%202%20S.C.R.%20217
86BFC846,Supreme%20Court%20of%20canada,,,,,,3,Reference%20Re%20Secession%20of%20Quebec%20[1998]%202%20S.C.R.%20217
37B92AE9,Supreme%20Court%20of%20Canada,,,,,,4,Reference%20Re%20Secession%20of%20Quebec%20[1998]%202%20S.C.R.%20217
5AF6E3F6,Supreme%20Court%20of%20Canada,,,,,,4,Reference%20re%20Senate%20Reform%20
DAD76469,Supreme%20Court%20of%20canada,,,,,,4,Reference%20Whether%20Indians%20includes%20Eskimo.
C9166FB2,Dupre,,,,,,3,Reflections%20on%20the%20Workability%20of%20Executive%20Federalism
A5F2DCE5,Dupre,,,,,,3,Reflections%20on%20the%20Workability%20of%20Executive%20Federalism
790A4FE6,Dupre,,,,,,3,Reflections%20on%20the%20Workability%20of%20Executive%20Federalism
53E2F6AF,Abu-Laban,,,,,,3,Reform%20by%20Stealth:%20The%20Harper%20Conservatives%20and%20Canadian%20Multiculturalism
FDE33A4E,Laycock,,,,,,1,Reforming%20Canadian%20Democracy?%20Institutions%20and%20Ideology%20in%20the%20Reform%20Party%20Project
AFF7A316,Seidle,Docherty,,,,,2,Reforming%20Parliamentary%20Democracy
F62D921C,Seidle,Docherty,,,,,2,Reforming%20Parliamentary%20Democracy
6E82B09C,Brodie,,,,,,1,Reforming%20Social%20Justice%20in%20Neoliberal%20Times
027C91CF,Jenson,Phillips,,,,,1,Regime%20Shifts:%20New%20Citizenship%20Practices%20in%20Canada
94E34416,Jenson,Phillips,,,,,1,Regime%20Shifts:%20New%20Citizenship%20Practices%20in%20Canada
6CEB78E7,Anderson,,,,,,1,Regional%20Heterogeneity%20and%20Policy%20Preferences%20in%20Canada:%201979-2006
40C8E651,Bakvis,,,,,,2,Regional%20Ministers:%20Power%20and%20Influence%20in%20the%20Canadian%20Cabinet
16F82655,Bakvis,,,,,,2,Regional%20Ministers:%20Power%20and%20Influence%20in%20the%20Canadian%20Cabinet
926D2FF1,Bakvis,,,,,,2,Regional%20Ministers:%20Power%20and%20Influence%20in%20the%20Canadian%20Cabinet
C5B4B7AD,Bakvis,,,,,,2,Regional%20Ministers:%20Power%20and%20Influence%20in%20the%20Canadian%20Cabinet
8BC31149,Henderson,,,,,,1,Regional%20Political%20Cultures
376CC124,Henderson,,,,,,1,Regional%20Political%20Cultures
23B2CE85,Henderson,,,,,,1,Regional%20Political%20Cultures
30534F4F,Henderson,,,,,,1,Regional%20Political%20Cultures
F3248513,Bickerton,,,,,,3,Regionalism%20in%20Canada
78802BBA,Gibbins,,,,,,2,Regionalism%2C%20Territorial%20Politics%20in%20Canada%20and%20the%20United%20States
B3AC2078,Gibbins,,,,,,2,Regionalism%2C%20Territorial%20Politics%20in%20Canada%20and%20the%20United%20States
EA08ADDE,Gibbins,,,,,,2,Regionalism%2C%20Territorial%20Politics%20in%20Canada%20and%20the%20United%20States
C2992334,Cochrane,Perrella,,,,,1,Regions%2C%20Regionalism%20and%20Regional%20
Differences%20in%20Canada:%20Mapping%20Economic%20Opinions,,,,,,,,
,,,,,,,,
7828CD7A,Cochrane,Perrella,,,,,1,Regions%2C%20Regionalism%20and%20Regional%20
Differences%20in%20Canada:%20Mapping%20Economic%20Opinions,,,,,,,,
,,,,,,,,
D1EB54DE,Simard,,,,,,1,Régulation%20et%20participation%20publique.%20Lexpérience%20de%20la%20Régie%20de%20lénergie%20du%20Québec%20(1997-2007)%20
7982F5DA,Webber,,,,,,2,Reimagining%20Canada:%20Language%2C%20Culture%2C%20Community%2C%20and%20the%20Canadian%20Constitution%20
94AB358A,Webber,,,,,,2,Reimagining%20Canada:%20Language%2C%20Culture%2C%20Community%2C%20and%20the%20Canadian%20Constitution%20
987EA0E5,Webber,,,,,,2,Reimagining%20Canada:%20Language%2C%20Culture%2C%20Community%2C%20and%20the%20Canadian%20Constitution%20
D91CC4CF,Vickers,,,,,,2,Reinventing%20Political%20Science:%20A%20Feminist%20Approach
4B9DA73D,Vickers,,,,,,2,Reinventing%20Political%20Science:%20A%20Feminist%20Approach
FFB22D55,Forbes,,,,,,1,Rejoinder
F6EE133D,Johnston,,,,,,1,Religion%20and%20identity:%20The%20denominational%20basis%20of%20Canadian%20elections
25678213,Albo,Jenson,,,,,3,Remapping%20Canada:%20The%20State%20in%20an%20Era%20of%20Globalization
F5D8DFC3,Albo,Jenson,,,,,3,Remapping%20Canada:%20The%20State%20in%20an%20Era%20of%20Globalization
F93ADF65,Albo,Jenson,,,,,3,Remapping%20Canada:%20The%20State%20in%20an%20Era%20of%20Globalization
4967ED95,Albo,Jenson,,,,,3,Remapping%20Canada:%20The%20State%20in%20an%20Era%20of%20Globalization
40A95848,Supreme%20Court%20of%20Canada,,,,,,4,Renvoi%20relatif%20à%20la%20sécession%20du%20Québec
A9C89A18,Maclure,Gagnon,,,,,2,Reperes%20en%20mutation.%20Identite%20et%20citoyennete%20dans%20le%20Quebec%20contemporain
78827F21,The%20Royal%20Commission%20on%20Aboriginal%20Peoples,,,,,,4,Report%20of%20the%20Royal%20Commission%20on%20Aboriginal%20Peoples
0685CF4A,The%20Royal%20Commission%20on%20Aboriginal%20Peoples,,,,,,4,Report%20of%20the%20Royal%20Commission%20on%20Aboriginal%20Peoples
09D867EC,Kwanvick,,,,,,4,Report%20of%20the%20Royal%20Commission%20on%20Constitutional%20Problems
E8889557,Smiley,,,,,,4,Report%20of%20the%20Royal%20Commission%20on%20Dominion-Provincial%20Relations%20(Roswell-Sirois)
B76402AA,Government%20of%20Canada,,,,,,4,Report%20of%20the%20Royal%20Commission%20on%20the%20Economic%20Union%20and%20Development%20Prospects%20of%20Canada
EB85DF59,Macdonald%20Commission,,,,,,4,Report%20of%20the%20Royal%20Commission%20on%20the%20Economic%20Union%20and%20Developmental%20Prospects%20for%20Canada
A320E270,Government%20of%20Canada,,,,,,4,Report%20of%20the%20Special%20Committee%20on%20Reform%20of%20the%20House%20of%20Commons
9.25E+222,Lortie%20Commission,,,,,,4,Report%2C%20Volume%201%2C%20Royal%20Commission%20on%20Electoral%20Reform%20and%20Party%20Financing%20(Lortie%20Commission)%2C%201990-1992
9789A0D1,Jenson,,,,,,1,Representation%20in%20Crisis:%20the%20roots%20of%20Canadas%20permeable%20Fordism
6DA93AD4,Gomery%20Commission,,,,,,2,Research%20Studies%20Volume%201:%20Parliament%2C%20Ministers%20and%20Deputy%20Ministers
05B9AD97,Pilon,,,,,,1,Researching%20the%20Electoral%20Subaltern%20and%20Voter%20Turnout:%20Utilizing%20Class%20as%20Identity
32C2B3E0,Davenport,Leach,,,,,2,Reshaping%20Confederation:%20The%201982%20Reform%20of%20the%20Canadian%20Constitution
CFE946D3,Leadbeater,,,,,,2,Resources%2C%20Empire%20and%20Labour
736CA807,Aucoin,,,,,,3,Responsible%20Government%20and%20Citizen%20Engagement%20at%20the%20Millennium:%20Are%20Political%20Parties%20Irrelevant
E83214B4,Aucoin,,,,,,3,Responsible%20Government%20and%20Citizen%20Engagement%20at%20the%20Millennium:%20Are%20Political%20Parties%20Irrelevant
8763A2BD,Sutherland,,,,,,1,Responsible%20Government%20and%20Ministerial%20Responsibility
4D87AFD1,Sutherland,,,,,,1,Responsible%20Government%20and%20Ministerial%20Responsibility
18E14047,Sutherland,,,,,,1,Responsible%20Government%20and%20Ministerial%20Responsibility
3C6DB265,Sutherland,,,,,,1,Responsible%20Government%20and%20Ministerial%20Responsibility
C174CCE4,Sutherland,,,,,,1,Responsible%20Government%20and%20Ministerial%20Responsibility
F511573B,Sutherland,,,,,,1,Responsible%20Government%20and%20Ministerial%20Responsibility
72052D5B,Sutherland,,,,,,1,Responsible%20Government%20and%20Ministerial%20Responsibility
BE7B6ACD,Aucoin,Smith,Dinsdale,,,,2,Responsible%20Government:%20Clarifying%20Essentials%2C%20Dispelling%20Myths%20and%20Exploring%20Change
DE363D94,Aucoin,Smith,Dinsdale,,,,2,Responsible%20Government:%20Clarifying%20Essentials%2C%20Dispelling%20Myths%20and%20Exploring%20Change
DF4776FE,Burke,Mooers,Shields,,,,2,Restructuring%20and%20Resistance:%20Canadian%20Public%20Policy%20in%20an%20Age%20of%20Global%20Capitalism
29678766,Philips,,,,,,3,Restructuring%20Civil%20Society
93DDBD77,Hicks,Blais,,,,,4,Restructuring%20the%20Canadian%20Senate%20through%20Elections
0C205967,Bakker,,,,,,2,Rethinking%20Restructuring:%20Gender%20and%20Change%20in%20Canada
A2CE7C46,Eichbaum,Shaw,,,,,2,Revisiting%20Politicization:%20Political%20Advisers%20and%20Public%20Servants%20in%20Westminister%20Systems
ACB27010,Laycock,Erickson,,,,,3,Reviving%20Social%20Democracy:%20The%20Near%20Death%20and%20Surprising%20Rise%20of%20the%20Federal%20NDP
